Accident_ID,Accident_Date,Time,Day_of_Week,Sunrise_Sunset,City,State,Country,Area_Type,Junction_Type,Light_Condition,Road_Surface_Type,Road_Condition,Weather,Temperature,Visibility,Wind_Speed,Humidity,Vehicle_Type,No_of_Vehicles,Vehicle_Service_Year,Driver_Age_Band,Driver_Gender,Driving_Experience,Injuries,Fatalities,Casualty_Class,Casualty_Severity,Accident_Severity,Accident_Cause,Alcohol_Involved,Emergency_Response_Time
111,2024-02-04,14:41,Sunday,Day,Chennai,KA,India,Rural,None,Unknown,Concrete,Dry,Clear,42.2,3.6,34.1,64,Bus,5,9,46-60,Female,Unknown,4,1,Pedestrian,Minor,Minor,Signal Jump,No,41
112,2022-12-22,14:14,Thursday,Day,Mumbai,TN,India,Highway,T-Junction,Daylight,Gravel,Unknown,Rainy,42.2,3.6,34.1,64,Car,1,3,18-25,Male,Experienced,7,2,Pedestrian,Minor,Minor,Overspeeding,Yes,19
113,2023-03-08,22:38,Wednesday,Day,Bengaluru,TN,India,Urban,Unknown,Daylight,Asphalt,Wet,Unknown,42.2,3.6,34.1,64,Truck,2,9,18-25,Female,Beginner,0,0,Unknown,Minor,Major,Unknown,No,36
114,2021-08-15,12:16,Sunday,Night,Bengaluru,DL,India,Highway,None,Dark,Gravel,Wet,Stormy,42.2,3.6,34.1,64,Auto,1,12,Unknown,Female,Intermediate,6,0,Pedestrian,Minor,Fatal,Overspeeding,No,20
115,2021-01-26,08:39,Tuesday,Night,Kolkata,DL,India,Urban,Roundabout,Daylight,Concrete,Unknown,Stormy,42.2,3.6,34.1,64,Car,2,15,60+,Female,Experienced,2,1,Passenger,Serious,Major,Overspeeding,No,37
116,2021-02-22,19:25,Monday,Day,Chennai,MH,India,Urban,None,Street Light,Gravel,Damaged,Rainy,42.2,3.6,34.1,64,Car,2,17,18-25,Female,Experienced,5,0,Driver,Serious,Minor,Mechanical Failure,No,44
117,2020-10-15,20:17,Thursday,Day,Chennai,DL,India,Urban,None,Street Light,Concrete,Wet,Clear,42.2,3.6,34.1,64,Bus,4,9,Unknown,Male,Intermediate,3,2,Unknown,Fatal,Minor,Drunk Driving,No,24
118,2021-01-13,12:15,Wednesday,Night,Delhi,KA,India,Highway,Crossroad,Daylight,Asphalt,Dry,Unknown,42.2,3.6,34.1,64,Bus,4,8,60+,Male,Unknown,0,2,Pedestrian,Minor,Minor,Weather,No,41
119,2020-08-18,08:11,Tuesday,Day,Hyderabad,WB,India,Highway,T-Junction,Street Light,Gravel,Unknown,Foggy,42.2,3.6,34.1,64,Auto,3,6,18-25,Male,Experienced,6,2,Pedestrian,Fatal,Minor,Mechanical Failure,No,43
120,2022-10-14,11:37,Friday,Night,Kolkata,TS,India,Urban,Crossroad,Street Light,Asphalt,Wet,Rainy,42.2,3.6,34.1,64,Bus,5,9,26-35,Male,Unknown,5,3,Passenger,Serious,Major,Weather,No,36
121,2020-02-10,18:59,Monday,Day,Mumbai,DL,India,Rural,T-Junction,Dark,Gravel,Damaged,Unknown,42.2,3.6,34.1,64,Auto,3,15,36-45,Female,Beginner,7,0,Pedestrian,Minor,Major,Signal Jump,Yes,14
122,2022-11-17,06:56,Thursday,Day,Hyderabad,DL,India,Urban,None,Dark,Concrete,Wet,Rainy,42.2,3.6,34.1,64,Car,4,18,Unknown,Female,Intermediate,3,0,Driver,Serious,Minor,Unknown,No,20
123,2020-05-14,02:47,Thursday,Night,Mumbai,KA,India,Highway,T-Junction,Street Light,Asphalt,Damaged,Rainy,42.2,3.6,34.1,64,Truck,3,11,46-60,Male,Unknown,1,2,Pedestrian,Serious,Minor,Drunk Driving,No,9
124,2020-07-19,17:15,Sunday,Night,Bengaluru,MH,India,Urban,Roundabout,Daylight,Concrete,Wet,Foggy,42.2,3.6,34.1,64,Bus,5,14,60+,Female,Unknown,6,3,Unknown,Fatal,Minor,Weather,No,24
125,2022-02-18,22:38,Friday,Night,Pune,WB,India,Highway,Crossroad,Street Light,Gravel,Wet,Unknown,42.2,3.6,34.1,64,Auto,5,13,18-25,Unknown,Unknown,3,1,Pedestrian,Minor,Major,Weather,No,31
126,2022-07-18,03:58,Monday,Night,Pune,DL,India,Urban,None,Unknown,Concrete,Dry,Clear,42.2,3.6,34.1,64,Bus,1,13,26-35,Male,Beginner,4,2,Unknown,Fatal,Minor,Drunk Driving,Yes,47
127,2022-11-22,07:12,Tuesday,Night,Kolkata,TN,India,Urban,Roundabout,Unknown,Gravel,Unknown,Unknown,42.2,3.6,34.1,64,Bus,3,13,18-25,Male,Intermediate,2,1,Pedestrian,Minor,Minor,Signal Jump,No,58
128,2022-12-07,12:16,Wednesday,Day,Chennai,TN,India,Rural,T-Junction,Unknown,Asphalt,Unknown,Unknown,42.2,3.6,34.1,64,Bike,4,16,26-35,Male,Unknown,6,2,Driver,Minor,Minor,Signal Jump,Yes,54
129,2021-05-17,16:36,Monday,Day,Chennai,TN,India,Rural,T-Junction,Dark,Concrete,Dry,Clear,42.2,3.6,34.1,64,Car,1,12,46-60,Male,Unknown,5,1,Pedestrian,Minor,Major,Weather,Yes,24
130,2021-02-10,05:18,Wednesday,Night,Bengaluru,TS,India,Highway,Roundabout,Daylight,Concrete,Unknown,Foggy,42.2,3.6,34.1,64,Bus,3,18,36-45,Female,Beginner,7,3,Driver,Serious,Minor,Drunk Driving,No,17
131,2022-03-15,12:56,Tuesday,Night,Bengaluru,TS,India,Urban,T-Junction,Street Light,Gravel,Unknown,Unknown,42.2,3.6,34.1,64,Truck,5,12,36-45,Female,Intermediate,5,1,Driver,Serious,Minor,Overspeeding,No,23
132,2020-04-08,13:30,Wednesday,Day,Mumbai,WB,India,Highway,Crossroad,Daylight,Gravel,Unknown,Clear,42.2,3.6,34.1,64,Bike,4,5,26-35,Female,Experienced,7,0,Pedestrian,Fatal,Minor,Overspeeding,No,48
133,2021-11-14,21:03,Sunday,Day,Bengaluru,DL,India,Urban,Unknown,Daylight,Gravel,Wet,Rainy,42.2,3.6,34.1,64,Auto,3,17,Unknown,Male,Intermediate,1,1,Unknown,Fatal,Minor,Unknown,Yes,54
134,2021-12-26,06:07,Sunday,Night,Kolkata,DL,India,Urban,T-Junction,Daylight,Asphalt,Wet,Rainy,42.2,3.6,34.1,64,Auto,5,1,18-25,Female,Experienced,2,3,Passenger,Fatal,Fatal,Mechanical Failure,No,19
135,2022-08-18,12:31,Thursday,Night,Mumbai,DL,India,Urban,None,Unknown,Concrete,Damaged,Clear,42.2,3.6,34.1,64,Truck,5,13,36-45,Female,Beginner,5,0,Unknown,Serious,Minor,Unknown,No,42
136,2021-09-04,05:37,Saturday,Day,Hyderabad,TS,India,Rural,T-Junction,Street Light,Gravel,Damaged,Rainy,42.2,3.6,34.1,64,Truck,3,10,18-25,Male,Experienced,6,2,Pedestrian,Serious,Major,Drunk Driving,Yes,31
137,2024-01-25,23:27,Thursday,Night,Chennai,WB,India,Highway,None,Dark,Gravel,Unknown,Unknown,42.2,3.6,34.1,64,Car,3,3,60+,Male,Beginner,2,1,Passenger,Minor,Major,Signal Jump,No,46
138,2021-10-04,20:29,Monday,Day,Chennai,DL,India,Urban,T-Junction,Daylight,Concrete,Unknown,Clear,42.2,3.6,34.1,64,Truck,4,6,18-25,Female,Experienced,5,3,Pedestrian,Minor,Minor,Mechanical Failure,Yes,21
139,2022-10-25,02:27,Tuesday,Day,Pune,KA,India,Urban,T-Junction,Daylight,Asphalt,Unknown,Unknown,42.2,3.6,34.1,64,Auto,1,16,Unknown,Unknown,Beginner,3,3,Passenger,Fatal,Minor,Signal Jump,No,14
140,2023-05-26,02:44,Friday,Night,Pune,MH,India,Highway,None,Unknown,Concrete,Dry,Stormy,42.2,3.6,34.1,64,Car,5,1,60+,Female,Intermediate,6,1,Unknown,Minor,Major,Mechanical Failure,No,40
141,2021-05-17,21:33,Monday,Day,Kolkata,TN,India,Highway,Crossroad,Unknown,Gravel,Wet,Foggy,42.2,3.6,34.1,64,Truck,1,19,60+,Unknown,Intermediate,5,3,Unknown,Minor,Major,Signal Jump,No,44
142,2022-02-05,15:21,Saturday,Day,Chennai,TN,India,Urban,Unknown,Street Light,Concrete,Unknown,Foggy,42.2,3.6,34.1,64,Truck,1,8,36-45,Male,Experienced,2,2,Driver,Serious,Minor,Weather,No,9
143,2021-02-01,05:07,Monday,Day,Kolkata,KA,India,Rural,Unknown,Dark,Gravel,Unknown,Foggy,42.2,3.6,34.1,64,Auto,5,9,60+,Female,Intermediate,6,3,Driver,Serious,Minor,Signal Jump,No,55
144,2022-05-20,22:07,Friday,Night,Hyderabad,DL,India,Rural,Crossroad,Dark,Gravel,Wet,Clear,42.2,3.6,34.1,64,Car,3,7,18-25,Female,Experienced,1,2,Pedestrian,Serious,Minor,Drunk Driving,No,54
145,2022-03-05,05:13,Saturday,Day,Hyderabad,WB,India,Urban,T-Junction,Unknown,Concrete,Damaged,Stormy,42.2,3.6,34.1,64,Bike,5,11,46-60,Female,Beginner,6,1,Pedestrian,Fatal,Minor,Mechanical Failure,No,52
146,2021-01-27,02:09,Wednesday,Night,Delhi,WB,India,Rural,Unknown,Street Light,Concrete,Unknown,Foggy,42.2,3.6,34.1,64,Bike,1,8,Unknown,Male,Unknown,2,3,Passenger,Serious,Minor,Overspeeding,Yes,31
147,2020-07-25,02:58,Saturday,Day,Mumbai,TS,India,Highway,Crossroad,Daylight,Asphalt,Unknown,Unknown,42.2,3.6,34.1,64,Car,4,11,18-25,Female,Beginner,1,1,Passenger,Fatal,Minor,Weather,Yes,58
148,2022-11-04,11:48,Friday,Day,Pune,DL,India,Rural,Crossroad,Street Light,Gravel,Unknown,Foggy,42.2,3.6,34.1,64,Truck,5,14,26-35,Male,Unknown,4,0,Driver,Minor,Minor,Unknown,No,32
149,2022-06-10,04:51,Friday,Day,Mumbai,WB,India,Highway,Unknown,Dark,Gravel,Unknown,Stormy,42.2,3.6,34.1,64,Truck,4,14,26-35,Female,Intermediate,5,0,Passenger,Minor,Minor,Signal Jump,No,8
150,2024-01-24,08:30,Wednesday,Day,Pune,DL,India,Highway,None,Unknown,Gravel,Wet,Unknown,42.2,3.6,34.1,64,Car,3,4,18-25,Female,Intermediate,7,1,Driver,Minor,Major,Overspeeding,No,11
151,2022-05-13,20:57,Friday,Day,Delhi,TN,India,Highway,Roundabout,Daylight,Gravel,Wet,Unknown,42.2,3.6,34.1,64,Bike,3,9,26-35,Female,Experienced,4,1,Driver,Minor,Fatal,Unknown,No,12
152,2022-01-12,19:38,Wednesday,Night,Chennai,TN,India,Highway,None,Daylight,Gravel,Wet,Clear,42.2,3.6,34.1,64,Bus,4,8,46-60,Female,Experienced,6,2,Passenger,Serious,Major,Unknown,Yes,19
153,2023-06-18,21:03,Sunday,Night,Kolkata,TS,India,Rural,T-Junction,Dark,Concrete,Damaged,Clear,42.2,3.6,34.1,64,Auto,4,15,26-35,Male,Unknown,3,2,Pedestrian,Minor,Minor,Unknown,No,45
154,2021-07-17,12:44,Saturday,Day,Mumbai,TN,India,Highway,None,Daylight,Gravel,Unknown,Rainy,42.2,3.6,34.1,64,Car,5,6,36-45,Female,Beginner,0,0,Passenger,Serious,Fatal,Mechanical Failure,No,33
155,2022-10-17,09:49,Monday,Night,Pune,DL,India,Urban,Roundabout,Street Light,Concrete,Damaged,Stormy,42.2,3.6,34.1,64,Bus,3,16,46-60,Male,Unknown,5,3,Pedestrian,Minor,Minor,Weather,No,43
156,2020-04-05,16:19,Sunday,Night,Mumbai,KA,India,Highway,Roundabout,Dark,Asphalt,Damaged,Unknown,42.2,3.6,34.1,64,Auto,4,16,36-45,Male,Unknown,6,0,Driver,Minor,Minor,Unknown,No,13
157,2021-04-29,19:12,Thursday,Day,Chennai,TS,India,Urban,Crossroad,Dark,Gravel,Wet,Stormy,42.2,3.6,34.1,64,Bus,2,14,36-45,Male,Beginner,4,3,Driver,Serious,Minor,Weather,No,24
158,2023-12-01,16:53,Friday,Night,Kolkata,KA,India,Highway,T-Junction,Daylight,Asphalt,Unknown,Foggy,42.2,3.6,34.1,64,Bus,5,15,46-60,Female,Experienced,5,2,Pedestrian,Fatal,Fatal,Weather,No,5
159,2020-08-18,03:32,Tuesday,Night,Bengaluru,DL,India,Highway,Crossroad,Dark,Concrete,Unknown,Foggy,42.2,3.6,34.1,64,Auto,5,12,Unknown,Female,Intermediate,0,2,Driver,Serious,Minor,Unknown,No,11
160,2022-01-18,00:14,Tuesday,Night,Pune,TS,India,Rural,None,Unknown,Concrete,Damaged,Rainy,42.2,3.6,34.1,64,Bus,2,18,36-45,Unknown,Intermediate,1,2,Driver,Fatal,Minor,Overspeeding,No,38
161,2023-04-09,12:16,Sunday,Night,Bengaluru,KA,India,Highway,None,Street Light,Asphalt,Dry,Unknown,42.2,3.6,34.1,64,Bike,3,11,26-35,Male,Experienced,7,3,Passenger,Serious,Minor,Unknown,Yes,51
162,2021-06-24,23:57,Thursday,Day,Delhi,TS,India,Highway,Unknown,Dark,Gravel,Dry,Unknown,42.2,3.6,34.1,64,Car,4,7,18-25,Male,Unknown,7,2,Passenger,Fatal,Minor,Mechanical Failure,No,14
163,2022-11-25,07:49,Friday,Night,Kolkata,DL,India,Rural,Crossroad,Unknown,Concrete,Unknown,Rainy,42.2,3.6,34.1,64,Bike,4,6,46-60,Male,Experienced,6,3,Driver,Fatal,Major,Signal Jump,Yes,45
164,2021-06-08,12:22,Tuesday,Day,Hyderabad,WB,India,Rural,Crossroad,Daylight,Concrete,Unknown,Foggy,42.2,3.6,34.1,64,Bike,3,3,18-25,Female,Unknown,5,3,Passenger,Serious,Minor,Mechanical Failure,No,52
165,2023-03-29,13:07,Wednesday,Day,Mumbai,TS,India,Urban,Crossroad,Dark,Concrete,Damaged,Unknown,42.2,3.6,34.1,64,Auto,2,9,46-60,Male,Intermediate,0,3,Driver,Fatal,Minor,Weather,No,10
166,2023-06-20,07:58,Tuesday,Night,Pune,WB,India,Rural,Crossroad,Unknown,Concrete,Damaged,Stormy,42.2,3.6,34.1,64,Auto,2,15,46-60,Female,Unknown,2,3,Driver,Serious,Major,Mechanical Failure,No,29
167,2023-01-14,14:58,Saturday,Day,Mumbai,DL,India,Urban,Roundabout,Daylight,Concrete,Wet,Unknown,42.2,3.6,34.1,64,Auto,2,2,36-45,Unknown,Intermediate,6,2,Pedestrian,Fatal,Minor,Signal Jump,No,16
168,2021-07-31,12:38,Saturday,Night,Delhi,TS,India,Highway,Unknown,Unknown,Concrete,Damaged,Foggy,42.2,3.6,34.1,64,Bus,5,4,18-25,Male,Intermediate,1,2,Passenger,Minor,Fatal,Unknown,No,44
169,2021-11-12,04:48,Friday,Day,Delhi,TS,India,Urban,T-Junction,Daylight,Asphalt,Damaged,Unknown,42.2,3.6,34.1,64,Bus,4,2,Unknown,Female,Unknown,7,0,Passenger,Minor,Minor,Unknown,No,45
170,2021-07-10,15:54,Saturday,Night,Mumbai,WB,India,Rural,T-Junction,Street Light,Gravel,Dry,Unknown,42.2,3.6,34.1,64,Car,1,6,26-35,Female,Intermediate,2,2,Driver,Minor,Minor,Unknown,No,43
171,2022-10-09,01:53,Sunday,Night,Pune,TN,India,Highway,T-Junction,Dark,Gravel,Dry,Clear,42.2,3.6,34.1,64,Bus,5,12,18-25,Male,Experienced,0,3,Pedestrian,Serious,Major,Mechanical Failure,No,18
172,2021-10-07,17:16,Thursday,Day,Kolkata,WB,India,Urban,Roundabout,Street Light,Gravel,Dry,Unknown,42.2,3.6,34.1,64,Car,5,7,46-60,Male,Unknown,2,1,Unknown,Fatal,Minor,Unknown,No,15
173,2022-03-06,06:12,Sunday,Night,Chennai,WB,India,Urban,Unknown,Street Light,Gravel,Dry,Rainy,42.2,3.6,34.1,64,Bike,4,9,26-35,Female,Beginner,1,3,Passenger,Minor,Minor,Unknown,No,16
174,2022-11-17,17:28,Thursday,Night,Kolkata,WB,India,Urban,Unknown,Dark,Asphalt,Damaged,Rainy,42.2,3.6,34.1,64,Car,3,6,36-45,Male,Intermediate,7,1,Unknown,Serious,Major,Unknown,Yes,23
175,2023-09-25,13:29,Monday,Night,Chennai,DL,India,Highway,Roundabout,Street Light,Asphalt,Unknown,Stormy,42.2,3.6,34.1,64,Car,4,5,26-35,Male,Unknown,5,3,Passenger,Serious,Fatal,Weather,No,46
176,2023-09-16,17:12,Saturday,Night,Hyderabad,MH,India,Urban,Crossroad,Street Light,Gravel,Dry,Unknown,42.2,3.6,34.1,64,Auto,3,4,26-35,Female,Unknown,2,1,Driver,Fatal,Minor,Weather,Yes,32
177,2023-10-03,10:20,Tuesday,Day,Kolkata,WB,India,Urban,None,Unknown,Concrete,Wet,Stormy,42.2,3.6,34.1,64,Bus,4,10,18-25,Female,Unknown,0,1,Passenger,Serious,Minor,Signal Jump,No,57
178,2024-02-05,20:47,Monday,Day,Mumbai,TS,India,Rural,Crossroad,Daylight,Gravel,Wet,Foggy,42.2,3.6,34.1,64,Truck,5,4,46-60,Female,Beginner,2,0,Passenger,Serious,Minor,Drunk Driving,No,23
179,2023-06-08,22:16,Thursday,Day,Mumbai,KA,India,Urban,T-Junction,Street Light,Concrete,Damaged,Foggy,42.2,3.6,34.1,64,Truck,2,5,46-60,Female,Beginner,2,1,Driver,Fatal,Minor,Mechanical Failure,No,33
180,2020-07-08,07:18,Wednesday,Night,Pune,TN,India,Highway,Crossroad,Dark,Concrete,Wet,Clear,42.2,3.6,34.1,64,Auto,5,17,46-60,Male,Intermediate,3,0,Pedestrian,Minor,Minor,Weather,Yes,49
181,2023-06-02,19:14,Friday,Day,Mumbai,WB,India,Rural,Roundabout,Unknown,Asphalt,Dry,Clear,42.2,3.6,34.1,64,Bike,5,18,60+,Male,Experienced,1,3,Passenger,Fatal,Minor,Unknown,No,39
182,2023-11-09,08:51,Thursday,Night,Pune,WB,India,Highway,T-Junction,Daylight,Concrete,Unknown,Unknown,42.2,3.6,34.1,64,Bike,1,3,36-45,Male,Beginner,3,3,Driver,Minor,Major,Mechanical Failure,No,27
183,2023-11-01,09:43,Wednesday,Night,Mumbai,TN,India,Rural,None,Street Light,Asphalt,Unknown,Unknown,42.2,3.6,34.1,64,Bike,5,13,18-25,Unknown,Beginner,6,1,Driver,Minor,Minor,Signal Jump,No,20
184,2023-07-30,20:22,Sunday,Night,Delhi,WB,India,Rural,T-Junction,Street Light,Gravel,Dry,Stormy,42.2,3.6,34.1,64,Car,5,1,46-60,Male,Unknown,0,3,Pedestrian,Minor,Minor,Overspeeding,No,58
185,2021-09-24,19:29,Friday,Day,Bengaluru,TS,India,Urban,Crossroad,Dark,Asphalt,Wet,Stormy,42.2,3.6,34.1,64,Bus,5,19,26-35,Female,Unknown,4,2,Unknown,Minor,Minor,Overspeeding,No,41
186,2021-09-19,00:56,Sunday,Day,Mumbai,MH,India,Highway,Unknown,Street Light,Concrete,Damaged,Unknown,42.2,3.6,34.1,64,Bike,1,2,60+,Female,Experienced,7,2,Pedestrian,Serious,Major,Unknown,No,25
187,2022-08-30,19:08,Tuesday,Day,Bengaluru,WB,India,Urban,Unknown,Dark,Concrete,Unknown,Unknown,42.2,3.6,34.1,64,Truck,3,4,36-45,Male,Intermediate,0,2,Driver,Minor,Minor,Unknown,No,44
188,2023-07-06,21:46,Thursday,Day,Chennai,TN,India,Rural,Unknown,Street Light,Concrete,Dry,Clear,42.2,3.6,34.1,64,Car,1,16,46-60,Female,Unknown,0,3,Driver,Serious,Minor,Weather,No,5
189,2023-10-14,00:43,Saturday,Night,Hyderabad,WB,India,Urban,T-Junction,Street Light,Gravel,Dry,Clear,42.2,3.6,34.1,64,Bike,2,16,60+,Male,Intermediate,0,2,Driver,Fatal,Minor,Signal Jump,Yes,50
190,2021-12-10,02:10,Friday,Day,Kolkata,DL,India,Rural,Unknown,Dark,Asphalt,Wet,Clear,42.2,3.6,34.1,64,Bike,3,17,36-45,Male,Experienced,6,0,Passenger,Minor,Fatal,Signal Jump,No,56
191,2024-01-19,01:15,Friday,Day,Kolkata,TS,India,Rural,Roundabout,Daylight,Gravel,Damaged,Unknown,42.2,3.6,34.1,64,Bus,1,12,Unknown,Male,Experienced,0,3,Passenger,Minor,Major,Mechanical Failure,No,41
192,2023-12-05,08:31,Tuesday,Day,Chennai,TS,India,Highway,None,Unknown,Asphalt,Damaged,Stormy,42.2,3.6,34.1,64,Bus,2,2,Unknown,Female,Beginner,3,2,Unknown,Minor,Major,Weather,Yes,29
193,2021-10-10,14:11,Sunday,Day,Mumbai,MH,India,Highway,Unknown,Dark,Gravel,Wet,Rainy,42.2,3.6,34.1,64,Car,2,10,26-35,Unknown,Intermediate,0,3,Unknown,Minor,Minor,Overspeeding,No,20
194,2020-11-13,00:44,Friday,Night,Kolkata,DL,India,Highway,Roundabout,Daylight,Gravel,Dry,Rainy,42.2,3.6,34.1,64,Truck,4,6,60+,Male,Unknown,2,2,Passenger,Minor,Major,Signal Jump,No,37
195,2023-06-02,13:56,Friday,Day,Pune,DL,India,Highway,Roundabout,Daylight,Concrete,Wet,Stormy,42.2,3.6,34.1,64,Auto,4,12,18-25,Female,Unknown,6,0,Passenger,Fatal,Minor,Unknown,No,29
196,2023-06-11,07:07,Sunday,Day,Chennai,MH,India,Urban,T-Junction,Dark,Gravel,Wet,Stormy,42.2,3.6,34.1,64,Truck,5,12,36-45,Female,Intermediate,0,1,Pedestrian,Minor,Major,Signal Jump,No,26
197,2021-11-14,11:00,Sunday,Day,Delhi,KA,India,Highway,T-Junction,Unknown,Gravel,Wet,Stormy,42.2,3.6,34.1,64,Bus,3,17,60+,Male,Unknown,7,0,Passenger,Fatal,Minor,Overspeeding,No,7
198,2021-10-25,10:39,Monday,Night,Bengaluru,WB,India,Highway,None,Dark,Asphalt,Dry,Clear,42.2,3.6,34.1,64,Bus,1,18,60+,Female,Unknown,4,1,Unknown,Fatal,Minor,Mechanical Failure,No,7
199,2023-10-29,09:50,Sunday,Day,Pune,DL,India,Highway,None,Street Light,Gravel,Unknown,Foggy,42.2,3.6,34.1,64,Auto,5,4,36-45,Male,Unknown,1,2,Driver,Fatal,Fatal,Mechanical Failure,No,15
200,2024-02-04,10:38,Sunday,Day,Kolkata,KA,India,Rural,Crossroad,Street Light,Concrete,Dry,Unknown,42.2,3.6,34.1,64,Truck,3,3,60+,Male,Unknown,3,0,Passenger,Serious,Minor,Mechanical Failure,No,47
201,2023-06-10,10:30,Saturday,Day,Pune,KA,India,Rural,None,Daylight,Gravel,Unknown,Clear,42.2,3.6,34.1,64,Truck,4,17,60+,Female,Experienced,7,1,Pedestrian,Serious,Minor,Mechanical Failure,No,56
202,2023-02-10,16:32,Friday,Night,Mumbai,TS,India,Highway,T-Junction,Street Light,Asphalt,Unknown,Rainy,42.2,3.6,34.1,64,Auto,1,9,36-45,Female,Experienced,3,0,Driver,Minor,Minor,Weather,No,9
203,2021-03-17,20:20,Wednesday,Night,Delhi,WB,India,Rural,Roundabout,Unknown,Asphalt,Wet,Unknown,42.2,3.6,34.1,64,Bus,2,12,26-35,Male,Unknown,3,3,Passenger,Fatal,Minor,Mechanical Failure,No,48
204,2021-07-17,07:22,Saturday,Day,Bengaluru,TS,India,Rural,Crossroad,Dark,Gravel,Damaged,Stormy,42.2,3.6,34.1,64,Car,2,7,Unknown,Male,Intermediate,3,1,Passenger,Fatal,Minor,Mechanical Failure,No,29
205,2023-07-15,23:05,Saturday,Day,Delhi,TN,India,Urban,None,Unknown,Gravel,Wet,Rainy,42.2,3.6,34.1,64,Truck,5,16,18-25,Male,Unknown,0,2,Driver,Minor,Minor,Weather,Yes,42
206,2023-11-10,21:49,Friday,Night,Chennai,TS,India,Rural,Roundabout,Daylight,Asphalt,Dry,Stormy,42.2,3.6,34.1,64,Bike,5,8,36-45,Female,Intermediate,4,3,Driver,Minor,Minor,Signal Jump,No,57
207,2023-11-11,05:36,Saturday,Night,Mumbai,DL,India,Urban,T-Junction,Street Light,Concrete,Damaged,Stormy,42.2,3.6,34.1,64,Truck,1,3,46-60,Female,Intermediate,7,2,Driver,Fatal,Minor,Drunk Driving,No,20
208,2023-02-10,12:50,Friday,Night,Pune,DL,India,Rural,Unknown,Street Light,Gravel,Damaged,Stormy,42.2,3.6,34.1,64,Truck,2,13,60+,Male,Beginner,7,2,Pedestrian,Serious,Minor,Mechanical Failure,No,36
209,2022-08-09,21:07,Tuesday,Night,Pune,WB,India,Highway,Crossroad,Dark,Concrete,Dry,Unknown,42.2,3.6,34.1,64,Truck,5,9,18-25,Male,Beginner,5,3,Pedestrian,Fatal,Minor,Drunk Driving,Yes,33
210,2023-01-09,08:48,Monday,Night,Chennai,KA,India,Rural,Roundabout,Unknown,Concrete,Dry,Rainy,42.2,3.6,34.1,64,Bus,2,9,18-25,Female,Beginner,6,1,Pedestrian,Minor,Major,Unknown,No,10
211,2021-11-29,02:50,Monday,Day,Pune,DL,India,Rural,T-Junction,Unknown,Gravel,Wet,Rainy,42.2,3.6,34.1,64,Bike,4,4,36-45,Female,Intermediate,6,3,Driver,Fatal,Minor,Overspeeding,No,26
212,2020-04-22,10:23,Wednesday,Day,Hyderabad,TS,India,Urban,T-Junction,Dark,Concrete,Dry,Stormy,42.2,3.6,34.1,64,Truck,5,14,46-60,Male,Intermediate,7,2,Passenger,Minor,Minor,Drunk Driving,No,13
213,2020-01-02,16:20,Thursday,Day,Mumbai,TS,India,Highway,Crossroad,Street Light,Asphalt,Unknown,Clear,42.2,3.6,34.1,64,Car,3,18,46-60,Female,Intermediate,7,0,Driver,Serious,Fatal,Overspeeding,Yes,14
214,2021-10-03,18:01,Sunday,Day,Chennai,WB,India,Urban,Crossroad,Daylight,Concrete,Unknown,Foggy,42.2,3.6,34.1,64,Bike,5,1,26-35,Female,Intermediate,6,1,Unknown,Fatal,Major,Drunk Driving,No,59
215,2020-08-07,07:18,Friday,Night,Mumbai,TS,India,Highway,None,Daylight,Asphalt,Damaged,Clear,42.2,3.6,34.1,64,Auto,4,19,46-60,Female,Intermediate,0,0,Passenger,Minor,Minor,Mechanical Failure,No,18
216,2022-05-04,06:27,Wednesday,Night,Bengaluru,MH,India,Highway,None,Dark,Gravel,Wet,Unknown,42.2,3.6,34.1,64,Car,1,2,Unknown,Female,Experienced,1,1,Passenger,Fatal,Fatal,Unknown,No,51
217,2023-06-02,16:05,Friday,Night,Mumbai,WB,India,Urban,Crossroad,Dark,Concrete,Wet,Foggy,42.2,3.6,34.1,64,Auto,2,5,36-45,Female,Unknown,1,1,Driver,Serious,Fatal,Drunk Driving,Yes,43
218,2021-01-19,18:55,Tuesday,Night,Mumbai,WB,India,Rural,Crossroad,Dark,Asphalt,Damaged,Clear,42.2,3.6,34.1,64,Truck,1,14,18-25,Female,Beginner,7,0,Unknown,Fatal,Minor,Signal Jump,No,24
219,2023-11-27,05:27,Monday,Night,Bengaluru,DL,India,Highway,Roundabout,Unknown,Asphalt,Dry,Rainy,42.2,3.6,34.1,64,Bus,5,9,18-25,Male,Intermediate,0,2,Pedestrian,Minor,Minor,Unknown,No,9
220,2023-02-27,01:37,Monday,Day,Chennai,WB,India,Rural,None,Street Light,Gravel,Wet,Clear,42.2,3.6,34.1,64,Truck,3,15,46-60,Male,Experienced,0,3,Driver,Minor,Minor,Drunk Driving,No,11
221,2022-12-12,22:36,Monday,Day,Mumbai,TN,India,Urban,T-Junction,Street Light,Concrete,Damaged,Stormy,42.2,3.6,34.1,64,Truck,1,1,60+,Female,Beginner,0,0,Passenger,Fatal,Minor,Overspeeding,Yes,44
222,2021-12-30,18:51,Thursday,Day,Delhi,DL,India,Urban,None,Dark,Asphalt,Damaged,Unknown,42.2,3.6,34.1,64,Auto,3,19,Unknown,Female,Unknown,4,2,Driver,Fatal,Major,Signal Jump,No,58
